meet,rcDate,rcNo,rcDist,hrNo,hrNm,jkNm,trNm,wght,hrWght,age,sex,rcTime,s1f,g3f,ordBigo,trackCond,weather,ord,winOdds,plcOdds
3,20250604,8,1000,7,천둥호,문세영,박재형,54.9,502.0,8,암,58.6,9.3,27.0,6-7-8,양호,맑음,3,0.0,2.2
3,20250604,8,1000,8,돌풍,장석현,오창근,54.6,495.0,8,암,58.9,8.2,22.6,2-3-9,양호,맑음,5,0.0,0.0
3,20250604,8,1000,9,다이아몬드,박찬호,박배진,52.9,518.0,3,암,59.0,8.1,31.3,9-7-9,양호,맑음,7,0.0,0.0
1,20250604,9,1200,1,크리스탈,김민기,정길상,54.8,459.0,4,수,71.9,9.5,33.6,9-5-4,양호,흐림,11,0.0,0.0
1,20250604,9,1200,2,골든파워,장석현,최두환,54.2,488.0,8,수,70.6,10.4,27.8,11-9-4,양호,흐림,6,0.0,0.0
1,20250604,9,1200,3,블루문,박찬호,박재형,53.9,485.0,7,거,71.4,10.1,35.7,11-7-9,양호,흐림,8,0.0,0.0
1,20250604,9,1200,4,챔피언쉽,이승헌,정길상,58.8,515.0,8,거,72.2,8.2,32.1,7-7-3,양호,흐림,12,0.0,0.0
1,20250604,9,1200,5,윈드러너,조성곤,오창근,53.3,483.0,4,거,71.2,10.2,28.9,3-8-1,양호,흐림,5,0.0,0.0
1,20250604,9,1200,6,청룡,정성원,오창근,58.8,485.0,4,암,68.9,7.7,27.8,11-2-8,양호,흐림,1,20.2,3.8
1,20250604,9,1200,7,최강마,장석현,김동수,52.6,498.0,4,거,71.8,6.1,30.5,10-1-2,양호,흐림,10,0.0,0.0
1,20250604,9,1200,8,스피드킹,이찬호,최두환,57.1,485.0,6,암,71.6,6.9,35.9,1-4-4,양호,흐림,4,0.0,0.0
1,20250604,9,1200,9,광풍,김민기,김영관,57.2,500.0,4,암,71.8,9.2,33.7,4-9-6,양호,흐림,9,0.0,0.0
1,20250604,9,1200,10,플라잉킹,박태종,박재형,54.7,483.0,5,암,71.4,7.6,29.2,8-2-12,양호,흐림,7,0.0,0.0
1,20250604,9,1200,11,자이언트,이승헌,김동수,58.4,470.0,6,거,70.3,6.3,35.1,3-1-5,양호,흐림,2,0.0,2.9
1,20250604,9,1200,12,루비스타,정성원,최두환,56.1,473.0,4,거,69.9,7.2,28.3,4-8-9,양호,흐림,3,0.0,6.8
3,20250604,10,2000,1,뉴레전드,문세영,김영관,58.6,493.0,3,수,119.9,13.6,57.3,2-3-1,양호,흐림,8,0.0,0.0
3,20250604,10,2000,2,드래곤킹,이찬호,박배진,55.2,445.0,8,암,119.7,15.4,54.3,8-1-1,양호,흐림,7,0.0,0.0
3,20250604,10,2000,3,사파이어,정성원,박배진,54.9,441.0,8,수,119.9,11.6,60.6,9-7-3,양호,흐림,6,0.0,0.0
3,20250604,10,2000,4,무적호,유현명,김영관,55.7,459.0,7,암,118.8,14.1,57.4,7-2-6,양호,흐림,4,0.0,0.0
3,20250604,10,2000,5,신바람,박찬호,정해성,56.0,519.0,4,수,118.3,12.2,57.6,1-2-7,양호,흐림,1,19.6,4.2
3,20250604,10,2000,6,퍼펙트,박찬호,오창근,55.9,444.0,3,암,120.4,15.5,44.0,6-10-2,양호,흐림,9,0.0,0.0
3,20250604,10,2000,7,루비스타,송재광,박배진,58.4,458.0,8,수,119.2,17.3,50.7,2-5-9,양호,흐림,3,0.0,2.7
3,20250604,10,2000,8,코스모스,최보경,정길상,53.3,508.0,3,거,119.9,17.7,53.3,7-2-5,양호,흐림,5,0.0,0.0
3,20250604,10,2000,9,자이언트,김용근,최두환,53.7,507.0,6,암,117.5,15.3,53.2,3-2-9,양호,흐림,2,0.0,4.2
3,20250604,10,2000,10,태풍호,김민기,김동수,52.4,475.0,3,거,119.7,12.7,56.2,7-6-1,양호,흐림,10,0.0,0.0
3,20250605,1,1800,1,프라이드,김태완,김동수,52.7,440.0,5,수,106.7,12.2,50.4,3-2-3,양호,흐림,7,0.0,0.0
3,20250605,1,1800,2,번개호,박찬호,정해성,55.9,481.0,3,수,108.4,9.1,43.9,10-10-6,양호,흐림,9,0.0,0.0
3,20250605,1,1800,3,전설마,장석현,오창근,52.1,473.0,3,수,107.2,13.8,47.0,10-9-3,양호,흐림,5,0.0,0.0
3,20250605,1,1800,4,실버윙,한동훈,오창근,53.2,462.0,5,암,107.3,12.4,39.4,5-7-5,양호,흐림,11,0.0,0.0
3,20250605,1,1800,5,블루문,이승헌,김영관,54.5,516.0,8,수,107.7,13.5,48.5,8-2-3,양호,흐림,10,0.0,0.0
3,20250605,1,1800,6,윈드러너,조성곤,정길상,58.6,467.0,7,암,107.6,11.8,52.5,6-7-11,양호,흐림,6,0.0,0.0
3,20250605,1,1800,7,에메랴르드,최보경,이재형,54.1,488.0,8,암,106.6,10.3,43.7,6-5-12,양호,흐림,2,0.0,5.0
3,20250605,1,1800,8,골드러시,김민기,정해성,58.8,503.0,5,암,107.0,11.4,52.4,6-2-10,양호,흐림,4,0.0,0.0
3,20250605,1,1800,9,스타라이트,이찬호,최두환,59.0,454.0,7,거,107.3,9.0,49.7,4-8-5,양호,흐림,3,0.0,5.6
3,20250605,1,1800,10,크리스탈,장석현,김영관,57.7,504.0,6,암,108.6,13.7,39.5,4-5-11,양호,흐림,12,0.0,0.0
3,20250605,1,1800,11,코스모스,김용근,오창근,57.5,446.0,7,거,107.8,11.9,45.1,12-7-9,양호,흐림,8,0.0,0.0
3,20250605,1,1800,12,빛나는별,문세영,김동수,56.9,505.0,7,수,106.6,13.3,39.5,11-11-6,양호,흐림,1,6.2,3.5
3,20250605,2,1800,1,영웅호,이승헌,김동수,54.7,502.0,7,수,106.8,14.5,41.1,8-2-5,불량,맑음,4,0.0,0.0
3,20250605,2,1800,2,청룡,박찬호,김영관,52.8,515.0,4,수,105.8,11.4,42.8,9-8-6,불량,맑음,1,3.9,1.2
3,20250605,2,1800,3,파워블레이드,이승헌,김영관,55.1,496.0,5,거,107.7,8.9,38.8,2-1-6,불량,맑음,2,0.0,6.4
3,20250605,2,1800,4,에메랴르드,한동훈,김영관,56.7,453.0,8,수,107.6,10.4,41.3,6-9-7,불량,맑음,3,0.0,3.1
3,20250605,2,1800,5,레드썬더,이승헌,조순호,57.6,490.0,4,수,108.5,13.6,44.9,12-10-4,불량,맑음,8,0.0,0.0
3,20250605,2,1800,6,에이스,이승헌,최두환,55.0,440.0,4,수,109.2,10.6,50.8,10-2-9,불량,맑음,10,0.0,0.0
3,20250605,2,1800,7,돌풍,김용근,김동수,54.3,477.0,5,거,108.5,14.2,46.3,6-10-7,불량,맑음,6,0.0,0.0
3,20250605,2,1800,8,태풍호,최보경,오창근,56.1,468.0,6,거,107.7,14.0,51.6,5-10-10,불량,맑음,7,0.0,0.0
3,20250605,2,1800,9,행운마,유현명,이재형,54.2,459.0,3,거,108.6,10.0,49.7,7-7-10,불량,맑음,9,0.0,0.0
3,20250605,2,1800,10,명마왕,김용근,최두환,54.7,455.0,8,수,109.8,12.8,54.3,9-3-8,불량,맑음,12,0.0,0.0
3,20250605,2,1800,11,결승타,조성곤,이재형,53.3,507.0,7,수,107.2,9.1,44.1,8-3-4,불량,맑음,5,0.0,0.0
3,20250605,2,1800,12,로얄킹,장석현,오창근,58.7,480.0,6,거,109.0,11.8,45.4,8-8-3,불량,맑음,11,0.0,0.0
2,20250605,3,1400,1,결승타,정성원,정길상,57.3,475.0,4,거,82.2,12.5,31.8,4-5-1,양호,맑음,5,0.0,0.0
2,20250605,3,1400,2,루비스타,이승헌,박재형,54.4,505.0,6,수,83.2,12.0,31.7,4-10-6,양호,맑음,2,0.0,6.1
2,20250605,3,1400,3,신바람,장석현,최두환,56.4,453.0,4,수,81.7,11.8,40.0,10-6-9,양호,맑음,1,3.0,3.5
2,20250605,3,1400,4,행운마,조성곤,최두환,55.8,466.0,8,거,84.4,8.7,36.2,11-2-3,양호,맑음,8,0.0,0.0
2,20250605,3,1400,5,돌풍,박태종,오창근,58.4,519.0,8,수,83.4,7.4,40.9,3-6-4,양호,맑음,7,0.0,0.0
2,20250605,3,1400,6,백마왕,박태종,오창근,55.4,486.0,5,수,82.5,10.4,34.1,11-2-7,양호,맑음,4,0.0,0.0
2,20250605,3,1400,7,크리스탈,정성원,박재형,56.9,510.0,6,수,84.6,12.6,33.7,2-8-11,양호,맑음,10,0.0,0.0
2,20250605,3,1400,8,로얄킹,한동훈,김동수,58.0,504.0,6,수,84.3,8.4,34.3,8-5-6,양호,맑음,11,0.0,0.0
2,20250605,3,1400,9,골드러시,장석현,박재형,54.4,486.0,7,거,82.8,11.5,40.3,1-1-2,양호,맑음,6,0.0,0.0
2,20250605,3,1400,10,무적호,한동훈,정해성,52.1,514.0,4,암,82.4,9.4,29.9,4-3-11,양호,맑음,3,0.0,6.3
2,20250605,3,1400,11,뉴스타,조성곤,이재형,58.1,510.0,3,암,83.3,11.0,32.6,11-11-3,양호,맑음,9,0.0,0.0
2,20250605,4,1200,1,윈드러너,장석현,오창근,56.9,478.0,4,수,71.1,8.2,33.9,2-6-6,포슬,맑음,7,0.0,0.0
2,20250605,4,1200,2,드래곤킹,송재광,박재형,53.0,502.0,4,수,71.2,9.0,33.9,9-10-1,포슬,맑음,5,0.0,0.0
2,20250605,4,1200,3,명마왕,최보경,이재형,55.1,498.0,8,거,72.0,9.9,35.6,11-8-4,포슬,맑음,10,0.0,0.0
2,20250605,4,1200,4,에이스,유현명,김영관,53.0,450.0,8,암,72.5,7.8,35.9,3-4-5,포슬,맑음,11,0.0,0.0
2,20250605,4,1200,5,태풍호,한동훈,김영관,53.7,488.0,8,거,71.7,9.1,33.9,1-11-5,포슬,맑음,9,0.0,0.0
2,20250605,4,1200,6,플라잉킹,이찬호,박배진,56.2,455.0,6,수,71.7,7.6,26.2,8-7-2,포슬,맑음,6,0.0,0.0
2,20250605,4,1200,7,광풍,이찬호,정해성,56.5,446.0,3,수,72.0,11.5,35.6,7-10-7,포슬,맑음,8,0.0,0.0
2,20250605,4,1200,8,파워블레이드,김태완,박배진,56.8,501.0,3,암,70.2,6.1,25.7,4-1-1,포슬,맑음,2,0.0,6.2
2,20250605,4,1200,9,갤럭시,박태종,오창근,55.5,490.0,7,암,71.4,9.7,30.2,2-11-9,포슬,맑음,4,0.0,0.0
2,20250605,4,1200,10,매직타임,정성원,최두환,53.1,447.0,3,수,72.1,8.5,27.9,9-6-7,포슬,맑음,3,0.0,6.2
2,20250605,4,1200,11,백마왕,최보경,김영관,54.2,475.0,4,암,70.7,6.2,26.9,2-8-10,포슬,맑음,1,18.9,2.3
1,20250605,5,1000,1,신바람,김민기,김영관,57.4,442.0,6,거,58.2,6.2,21.2,2-8-8,포슬,흐림,1,27.1,3.1
1,20250605,5,1000,2,파이널킹,정성원,김동수,52.4,509.0,4,수,58.6,6.5,23.2,2-4-9,포슬,흐림,4,0.0,0.0
1,20250605,5,1000,3,태풍호,문세영,정길상,58.0,441.0,3,수,60.3,6.9,24.9,3-1-9,포슬,흐림,7,0.0,0.0
1,20250605,5,1000,4,루비스타,박태종,오창근,53.6,460.0,8,거,58.6,6.1,29.2,6-2-9,포슬,흐림,2,0.0,5.9
1,20250605,5,1000,5,레드썬더,한동훈,정길상,53.3,504.0,3,암,59.5,9.1,22.2,5-5-6,포슬,흐림,8,0.0,0.0
1,20250605,5,1000,6,뉴레전드,유현명,박배진,55.2,470.0,5,거,59.0,7.2,24.0,4-8-6,포슬,흐림,5,0.0,0.0
1,20250605,5,1000,7,뉴스타,최보경,정해성,59.0,502.0,8,수,60.5,8.3,27.4,3-1-7,포슬,흐림,9,0.0,0.0
1,20250605,5,1000,8,드래곤킹,문세영,조순호,55.8,491.0,8,수,58.8,8.3,28.8,7-5-2,포슬,흐림,6,0.0,0.0
1,20250605,5,1000,9,골드러시,이찬호,박배진,58.9,474.0,3,암,58.3,9.5,23.0,2-1-4,포슬,흐림,3,0.0,3.7
3,20250606,6,1200,1,천둥호,송재광,오창근,56.9,499.0,5,수,69.3,8.4,27.8,3-10-2,양호,흐림,4,0.0,0.0
3,20250606,6,1200,2,윈드러너,김용근,김영관,53.2,477.0,6,수,71.4,6.0,28.5,8-5-8,양호,흐림,7,0.0,0.0
3,20250606,6,1200,3,명마왕,조성곤,김영관,52.6,505.0,5,수,72.2,10.4,33.3,4-6-3,양호,흐림,12,0.0,0.0
3,20250606,6,1200,4,결승타,유현명,조순호,58.8,472.0,3,수,70.8,9.5,28.4,1-7-8,양호,흐림,6,0.0,0.0
3,20250606,6,1200,5,자이언트,정성원,박배진,53.7,477.0,4,수,68.8,6.2,26.0,3-4-7,양호,흐림,2,0.0,6.7
3,20250606,6,1200,6,영웅호,김태완,김영관,56.1,461.0,3,거,70.6,5.6,25.6,8-3-2,양호,흐림,3,0.0,7.4
3,20250606,6,1200,7,갤럭시,송재광,김동수,52.9,515.0,3,거,70.2,6.9,30.9,7-8-1,양호,흐림,5,0.0,0.0
3,20250606,6,1200,8,드래곤킹,박찬호,오창근,53.2,457.0,4,수,71.5,6.9,30.2,1-10-10,양호,흐림,8,0.0,0.0
3,20250606,6,1200,9,블루문,최보경,조순호,56.5,480.0,7,암,70.9,8.3,25.7,3-7-4,양호,흐림,9,0.0,0.0
3,20250606,6,1200,10,실버윙,한동훈,박배진,53.7,520.0,7,거,71.5,9.4,36.5,6-8-9,양호,흐림,10,0.0,0.0
3,20250606,6,1200,11,레드썬더,박태종,정해성,54.4,485.0,5,암,71.8,7.9,28.1,10-4-1,양호,흐림,11,0.0,0.0
3,20250606,6,1200,12,썬더볼트,송재광,박재형,52.4,519.0,7,수,69.6,7.7,32.1,3-2-4,양호,흐림,1,20.2,2.1
1,20250606,7,1400,1,파이널킹,최보경,이재형,55.9,455.0,6,수,82.1,9.8,31.6,2-1-4,양호,눈,4,0.0,0.0
1,20250606,7,1400,2,퍼펙트,최보경,조순호,52.1,478.0,5,수,82.6,11.9,31.9,6-3-6,양호,눈,5,0.0,0.0
1,20250606,7,1400,3,에메랴르드,문세영,정길상,53.0,496.0,4,암,82.2,11.3,41.1,2-6-11,양호,눈,2,0.0,7.3
1,20250606,7,1400,4,블루문,박찬호,최두환,52.7,464.0,4,암,82.8,12.3,40.1,11-8-11,양호,눈,8,0.0,0.0
1,20250606,7,1400,5,명마왕,김태완,이재형,57.0,485.0,7,거,84.2,11.7,32.7,3-7-5,양호,눈,11,0.0,0.0
1,20250606,7,1400,6,썬더볼트,김민기,박재형,52.9,498.0,8,거,82.3,12.4,34.6,1-3-10,양호,눈,1,11.1,4.9
1,20250606,7,1400,7,크리스탈,김태완,최두환,53.5,485.0,6,수,83.9,7.5,38.5,6-6-3,양호,눈,10,0.0,0.0
1,20250606,7,1400,8,다이아몬드,한동훈,김영관,57.8,494.0,8,암,84.3,11.8,36.2,4-4-2,양호,눈,9,0.0,0.0
1,20250606,7,1400,9,골든파워,김태완,박재형,57.5,498.0,3,수,82.9,9.3,39.8,7-8-7,양호,눈,6,0.0,0.0
1,20250606,7,1400,10,플라잉킹,김태완,박배진,54.6,506.0,7,수,82.7,10.5,37.9,8-2-1,양호,눈,7,0.0,0.0
1,20250606,7,1400,11,결승타,조성곤,정길상,54.2,516.0,3,수,82.9,8.8,40.6,2-9-2,양호,눈,3,0.0,6.0
2,20250606,8,1300,1,청룡,조성곤,박재형,54.1,448.0,6,수,74.7,9.6,37.9,1-6-1,포슬,맑음,1,27.6,1.1
2,20250606,8,1300,2,매직타임,박찬호,김영관,54.1,493.0,7,수,78.0,9.3,28.1,3-5-2,포슬,맑음,4,0.0,0.0
2,20250606,8,1300,3,챔피언쉽,이승헌,김영관,54.2,472.0,6,거,78.6,11.0,30.7,7-3-6,포슬,맑음,8,0.0,0.0
2,20250606,8,1300,4,탑클래스,송재광,오창근,54.6,476.0,5,암,76.7,8.9,30.2,1-3-2,포슬,맑음,3,0.0,5.2
2,20250606,8,1300,5,비상마,유현명,김동수,57.7,473.0,7,암,77.6,7.5,27.8,7-8-4,포슬,맑음,6,0.0,0.0
2,20250606,8,1300,6,로얄킹,이승헌,박재형,52.6,512.0,8,거,77.4,6.8,34.6,3-2-8,포슬,맑음,5,0.0,0.0
2,20250606,8,1300,7,행운마,김용근,이재형,58.8,505.0,4,거,79.2,6.9,28.6,7-4-3,포슬,맑음,7,0.0,0.0
2,20250606,8,1300,8,무적호,장석현,최두환,53.8,513.0,3,거,76.5,6.8,34.0,6-5-8,포슬,맑음,2,0.0,5.9
2,20250606,9,1200,1,명마왕,한동훈,정해성,56.0,478.0,4,거,72.0,7.4,27.5,11-12-7,양호,맑음,12,0.0,0.0
2,20250606,9,1200,2,에메랴르드,문세영,오창근,58.2,467.0,4,암,70.2,5.5,30.9,6-1-6,양호,맑음,4,0.0,0.0
2,20250606,9,1200,3,청룡,장석현,박재형,54.2,507.0,8,수,70.0,9.4,37.3,3-5-12,양호,맑음,1,19.9,3.5
2,20250606,9,1200,4,루비스타,이승헌,김동수,53.9,473.0,8,암,70.5,6.3,30.2,12-8-9,양호,맑음,2,0.0,3.2
2,20250606,9,1200,5,결승타,장석현,김동수,57.7,481.0,4,암,70.6,6.2,33.4,3-9-10,양호,맑음,6,0.0,0.0
2,20250606,9,1200,6,사파이어,문세영,이재형,53.3,507.0,3,암,71.3,7.0,30.1,12-4-5,양호,맑음,7,0.0,0.0
2,20250606,9,1200,7,실버윙,김태완,정해성,55.5,491.0,3,암,72.0,9.3,28.1,10-8-3,양호,맑음,9,0.0,0.0
2,20250606,9,1200,8,무적호,장석현,정해성,56.1,468.0,4,거,71.1,10.1,28.7,2-5-1,양호,맑음,3,0.0,1.8
2,20250606,9,1200,9,파이널킹,박찬호,정길상,53.1,486.0,4,거,70.3,10.2,31.9,4-5-11,양호,맑음,5,0.0,0.0
2,20250606,9,1200,10,비상마,박찬호,박배진,52.1,502.0,8,거,71.8,5.7,35.3,3-10-1,양호,맑음,11,0.0,0.0
2,20250606,9,1200,11,레드썬더,이찬호,박재형,56.3,515.0,8,암,71.5,10.7,32.7,7-6-8,양호,맑음,10,0.0,0.0
2,20250606,9,1200,12,프라이드,조성곤,조순호,55.3,494.0,7,거,70.7,7.6,26.5,11-6-9,양호,맑음,8,0.0,0.0
1,20250606,10,1700,1,골드러시,박찬호,김동수,56.8,498.0,8,암,101.0,12.3,41.2,7-7-12,불량,흐림,6,0.0,0.0
1,20250606,10,1700,2,레드썬더,문세영,최두환,57.0,486.0,4,거,101.6,10.8,46.9,9-11-8,불량,흐림,10,0.0,0.0
1,20250606,10,1700,3,코스모스,송재광,김동수,55.6,508.0,8,수,101.1,14.4,38.9,8-3-12,불량,흐림,5,0.0,0.0
1,20250606,10,1700,4,다이아몬드,조성곤,박배진,57.3,455.0,8,수,102.2,14.9,46.8,6-4-12,불량,흐림,7,0.0,0.0
1,20250606,10,1700,5,루비스타,장석현,박재형,54.9,511.0,5,수,99.8,9.4,41.1,8-1-11,불량,흐림,2,0.0,6.3
1,20250606,10,1700,6,브레이브,최보경,최두환,58.6,446.0,4,암,102.5,11.5,48.6,9-5-7,불량,흐림,11,0.0,0.0
1,20250606,10,1700,7,탑클래스,문세영,이재형,53.0,456.0,6,암,100.6,15.2,48.6,3-6-12,불량,흐림,4,0.0,0.0
1,20250606,10,1700,8,스타라이트,김용근,김영관,55.4,490.0,4,암,100.7,10.1,37.0,5-4-3,불량,흐림,3,0.0,2.2
1,20250606,10,1700,9,태풍호,최보경,이재형,55.4,501.0,3,암,102.5,9.2,42.3,7-7-8,불량,흐림,9,0.0,0.0
1,20250606,10,1700,10,블루문,박찬호,정길상,52.3,456.0,5,거,101.5,15.1,49.4,4-1-11,불량,흐림,8,0.0,0.0
1,20250606,10,1700,11,자이언트,문세영,조순호,53.6,510.0,5,거,99.2,9.1,42.8,5-3-2,불량,흐림,1,29.9,3.0
1,20250606,10,1700,12,최강마,장석현,정길상,54.1,463.0,8,암,102.2,12.4,44.1,11-3-6,불량,흐림,12,0.0,0.0
2,20250607,1,1000,1,챔피언쉽,박태종,정길상,54.6,491.0,7,수,60.6,7.3,27.5,2-1-1,양호,흐림,8,0.0,0.0
2,20250607,1,1000,2,사파이어,김민기,김영관,54.9,470.0,7,수,59.5,6.6,27.3,1-5-7,양호,흐림,5,0.0,0.0
2,20250607,1,1000,3,골든파워,한동훈,김영관,56.6,462.0,7,수,58.9,8.2,25.8,9-2-5,양호,흐림,4,0.0,0.0
2,20250607,1,1000,4,명마왕,유현명,김영관,55.5,489.0,5,암,61.3,8.5,29.7,7-5-3,양호,흐림,9,0.0,0.0
2,20250607,1,1000,5,돌풍,문세영,박배진,55.5,457.0,6,거,58.0,6.1,21.3,2-2-8,양호,흐림,2,0.0,7.9
2,20250607,1,1000,6,뉴레전드,김용근,김영관,57.5,446.0,8,수,58.8,5.6,23.2,8-5-5,양호,흐림,6,0.0,0.0
2,20250607,1,1000,7,백마왕,이승헌,정길상,52.7,454.0,3,거,58.6,8.8,24.8,6-7-2,양호,흐림,1,5.3,3.9
2,20250607,1,1000,8,뉴스타,유현명,정길상,52.1,451.0,8,암,59.7,5.1,25.2,5-2-6,양호,흐림,7,0.0,0.0
2,20250607,1,1000,9,코스모스,장석현,김동수,53.3,472.0,6,암,59.0,6.4,25.0,7-3-2,양호,흐림,3,0.0,6.9
1,20250607,2,1800,1,플라잉킹,송재광,오창근,55.1,445.0,8,거,107.3,10.9,50.2,9-12-10,다습,맑음,3,0.0,5.1
1,20250607,2,1800,2,광풍,김민기,최두환,53.6,516.0,5,거,108.0,13.1,49.7,2-7-11,다습,맑음,11,0.0,0.0
1,20250607,2,1800,3,퍼펙트,김민기,조순호,55.4,493.0,8,거,107.1,11.6,51.5,10-1-1,다습,맑음,10,0.0,0.0
1,20250607,2,1800,4,전설마,한동훈,이재형,55.5,478.0,6,암,107.3,16.0,38.9,6-4-6,다습,맑음,6,0.0,0.0
1,20250607,2,1800,5,프라이드,조성곤,정길상,55.5,484.0,6,암,108.0,11.9,42.4,8-10-8,다습,맑음,9,0.0,0.0
1,20250607,2,1800,6,파이널킹,유현명,정해성,55.1,449.0,6,암,107.2,14.4,38.6,7-1-9,다습,맑음,5,0.0,0.0
1,20250607,2,1800,7,사파이어,정성원,정길상,57.8,503.0,7,거,107.9,13.7,53.1,4-11-11,다습,맑음,8,0.0,0.0
1,20250607,2,1800,8,골든파워,이승헌,김동수,54.5,444.0,4,거,107.6,15.2,43.0,10-8-12,다습,맑음,4,0.0,0.0
1,20250607,2,1800,9,드래곤킹,한동훈,김동수,57.0,449.0,8,거,108.5,10.3,44.1,5-9-9,다습,맑음,12,0.0,0.0
1,20250607,2,1800,10,하늘바람,김태완,김영관,52.3,453.0,4,암,107.7,15.1,51.2,2-5-10,다습,맑음,7,0.0,0.0
1,20250607,2,1800,11,신바람,이찬호,조순호,52.8,508.0,4,거,105.7,12.4,50.1,6-2-7,다습,맑음,1,22.5,3.3
1,20250607,2,1800,12,백마왕,문세영,최두환,52.9,511.0,6,수,106.3,14.1,54.2,8-1-9,다습,맑음,2,0.0,4.1
3,20250607,3,1300,1,드래곤킹,조성곤,오창근,58.7,518.0,6,거,77.0,10.7,28.8,12-12-9,포슬,맑음,7,0.0,0.0
3,20250607,3,1300,2,청룡,조성곤,박배진,58.0,497.0,7,거,75.0,10.3,30.1,12-5-11,포슬,맑음,1,3.6,3.9
3,20250607,3,1300,3,프라이드,김태완,이재형,58.9,492.0,4,암,77.2,9.4,35.5,12-2-6,포슬,맑음,6,0.0,0.0
3,20250607,3,1300,4,갤럭시,정성원,정해성,56.1,515.0,8,거,76.9,8.4,36.7,5-7-1,포슬,맑음,5,0.0,0.0
3,20250607,3,1300,5,최강마,정성원,김영관,52.2,452.0,8,수,78.1,6.3,30.5,5-11-5,포슬,맑음,11,0.0,0.0
3,20250607,3,1300,6,다이아몬드,김용근,정길상,56.8,464.0,7,수,77.7,7.0,37.0,10-11-12,포슬,맑음,10,0.0,0.0
3,20250607,3,1300,7,썬더볼트,정성원,조순호,57.2,485.0,4,거,75.0,8.7,36.1,5-12-11,포슬,맑음,2,0.0,4.7
3,20250607,3,1300,8,돌풍,문세영,오창근,54.7,517.0,8,수,76.5,7.9,35.4,12-5-4,포슬,맑음,4,0.0,0.0
3,20250607,3,1300,9,루비스타,최보경,정해성,57.8,513.0,8,거,77.1,10.7,32.9,9-12-10,포슬,맑음,3,0.0,7.7
3,20250607,3,1300,10,비상마,이찬호,조순호,54.1,454.0,8,거,78.0,7.0,39.2,9-2-7,포슬,맑음,9,0.0,0.0
3,20250607,3,1300,11,로얄킹,문세영,오창근,54.0,461.0,4,암,77.9,9.3,30.6,8-12-3,포슬,맑음,12,0.0,0.0
3,20250607,3,1300,12,블루문,문세영,이재형,58.5,488.0,8,암,77.5,9.9,35.9,10-9-6,포슬,맑음,8,0.0,0.0
3,20250607,4,1200,1,무적호,박태종,최두환,55.7,520.0,8,암,69.9,5.5,32.7,4-11-10,포슬,맑음,1,7.8,4.4
3,20250607,4,1200,2,천둥호,송재광,최두환,53.7,443.0,5,수,71.5,7.7,34.1,7-5-9,포슬,맑음,3,0.0,2.4
3,20250607,4,1200,3,번개호,김민기,박재형,52.2,481.0,5,암,71.5,8.1,31.9,1-5-11,포슬,맑음,5,0.0,0.0
3,20250607,4,1200,4,파이널킹,이찬호,김동수,55.6,516.0,4,거,70.5,10.7,33.4,1-11-2,포슬,맑음,2,0.0,2.4
3,20250607,4,1200,5,에이스,이찬호,조순호,58.1,474.0,3,거,71.8,7.4,35.3,7-11-2,포슬,맑음,11,0.0,0.0
3,20250607,4,1200,6,챔피언쉽,김민기,이재형,52.2,497.0,3,암,72.5,6.3,25.2,9-2-10,포슬,맑음,12,0.0,0.0
3,20250607,4,1200,7,갤럭시,장석현,조순호,58.4,473.0,6,수,71.5,8.9,29.4,7-11-2,포슬,맑음,7,0.0,0.0
3,20250607,4,1200,8,매직타임,정성원,정길상,56.5,489.0,8,수,71.0,8.4,31.7,6-9-2,포슬,맑음,6,0.0,0.0
3,20250607,4,1200,9,플라잉킹,조성곤,박재형,56.2,463.0,6,수,70.5,8.3,34.2,8-3-9,포슬,맑음,4,0.0,0.0
3,20250607,4,1200,10,뉴스타,이찬호,이재형,57.2,504.0,7,암,72.2,7.0,32.5,11-12-11,포슬,맑음,9,0.0,0.0
3,20250607,4,1200,11,실버윙,김태완,정길상,55.9,484.0,3,암,70.9,6.0,31.6,9-9-2,포슬,맑음,8,0.0,0.0
3,20250607,4,1200,12,로얄킹,조성곤,조순호,57.2,512.0,5,거,72.4,6.8,35.5,3-3-3,포슬,맑음,10,0.0,0.0
3,20250607,5,1000,1,독수리,김태완,김동수,52.9,492.0,3,수,58.9,6.5,21.7,6-8-8,다습,눈,6,0.0,0.0
3,20250607,5,1000,2,코스모스,김태완,최두환,56.6,495.0,4,암,59.0,6.5,25.0,7-3-1,다습,눈,4,0.0,0.0
3,20250607,5,1000,3,행운마,김태완,조순호,57.5,497.0,8,수,58.9,6.7,29.1,11-12-6,다습,눈,10,0.0,0.0
3,20250607,5,1000,4,윈드러너,송재광,정해성,55.2,469.0,5,거,59.1,7.2,21.6,10-2-5,다습,눈,7,0.0,0.0
3,20250607,5,1000,5,실버윙,장석현,이재형,58.2,456.0,8,수,59.1,8.7,21.9,1-9-11,다습,눈,11,0.0,0.0
3,20250607,5,1000,6,갤럭시,문세영,최두환,56.1,502.0,4,거,58.9,8.5,25.8,9-8-11,다습,눈,5,0.0,0.0
3,20250607,5,1000,7,사파이어,박태종,이재형,54.6,458.0,7,암,59.5,7.7,23.9,9-9-2,다습,눈,8,0.0,0.0
3,20250607,5,1000,8,레드썬더,박찬호,김동수,55.5,493.0,7,수,59.3,7.8,27.9,8-3-3,다습,눈,9,0.0,0.0
